,Label,Body,flag,tfidfscore,priority
884,ham,Wife.how she knew the time of murder exactly,0,2.196782713284143,medium
885,ham,Why do you ask princess?,0,1.409422971454561,medium
886,ham,I am great princess! What are you thinking about me? :),0,1.7197427750375809,medium
887,ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,0,2.6457513110645907,medium
888,ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,0,3.2802489696995543,high
889,ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,0,2.9433203050033505,medium
890,ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",0,3.050628734191152,high
891,ham,Hope you are having a good week. Just checking in,0,2.393055737155214,medium
892,ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",0,3.497461616433353,high
893,ham,"Thursday night? Yeah, sure thing, we'll work it out then",0,2.5952436475429645,medium
894,spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",1,3.53008269336668,low
895,ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,0,3.2564061417206864,high
896,ham,How is it possible to teach you. And where.,0,1.4138139852226583,medium
897,ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",0,2.7715969278316117,medium
898,ham,Lovely smell on this bus and it ain't tobacco... ,0,2.2143205606145027,medium
899,ham,"We're all getting worried over here, derek and taylor have already assumed the worst",0,2.427108478401965,medium
900,ham,Hey what's up charles sorry about the late reply.,0,2.1642641461105083,medium
901,spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",1,4.005223883983315,low
902,ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,0,2.377223966967116,medium
903,ham,WHITE FUDGE OREOS ARE IN STORES,0,1.9972536083845305,medium
904,spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1,4.171402959369969,low
905,ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,0,3.519095539207648,high
906,ham,I am sorry it hurt you.,0,1.3907839633021135,medium
907,ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,0,3.532709204191151,high
908,ham,Ok lor but not too early. Me still having project meeting now.,0,2.413017813240294,medium
909,ham,"Call me da, i am waiting for your call.",0,1.4085045302049133,medium
910,ham,I could ask carlos if we could get more if anybody else can chip in,0,1.969780574064084,medium
911,ham,Was actually about to send you a reminder today. Have a wonderful weekend,0,2.3921329364148325,medium
912,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0,3.2231849290145664,high
913,ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,0,3.121758993994116,high
914,ham,Dont talk to him ever ok its my word.,0,1.9756889091785317,medium
915,ham,When u wana see it then,0,1.0,medium
916,ham,On ma way to school. Can you pls send me ashley's number,0,2.568333184929432,medium
917,ham,It shall be fine. I have avalarr now. Will hollalater,0,1.959828146025824,medium
918,ham,She went to attend another two rounds today..but still did't reach home..,0,2.556885968137804,medium
919,ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,0,2.787276342274977,medium
920,ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",0,2.754036564258028,medium
921,ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,0,2.2887282928052244,medium
922,ham,K:)i will give my kvb acc details:),0,1.715125344924041,medium
923,ham,Oh all have to come ah?,0,1.714468032230153,medium
924,spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over �1million to give away ! ppt150x3+normal text rate box403 w1t1jy,1,3.6539142811206697,low
925,ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),0,3.1872037506898003,high
926,ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,0,3.1099801274124266,high
927,ham,So do you have samus shoulders yet,0,1.4142135623730951,medium
928,ham,What time you think you'll have it? Need to know when I should be near campus,0,2.5491277174550886,medium
929,spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or �1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",1,4.048736670083741,low
930,ham,Then dun wear jeans lor...,0,1.946526897663161,medium
931,ham,"Since when, which side, any fever, any vomitin.",0,1.412150961746076,medium
932,ham,K:)k.are you in college?,0,1.0,medium
933,spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or �10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",1,4.28636375602632,low
934,ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,0,3.0316569628034333,high
935,ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),0,2.752735477325344,medium
936,ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,0,2.4751162423422866,medium
937,spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),1,3.5231520159847385,low
938,ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,0,3.256735715436637,high
939,ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",0,4.053240889694925,high
940,ham,I cant wait to see you! How were the photos were useful? :),0,1.7039692069657577,medium
941,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1,4.275816669716385,low
942,ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,0,3.415792036207731,high
943,ham,Chk in ur belovd ms dict,0,2.169469570344092,medium
944,ham,Is that what time you want me to come?,0,1.7318870305777598,medium
945,ham,"Awesome, lemme know whenever you're around",0,1.686869086574008,medium
946,ham,Shb b ok lor... Thanx...,0,1.904462144528776,medium
947,ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",0,3.269674704579564,high
948,ham,Also remember to get dobby's bowl from your car,0,1.974589404882456,medium
949,spam,Filthy stories and GIRLS waiting for your,1,1.969370754861944,low
950,ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,0,3.662587379470077,high
951,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",0,2.7984796970337555,medium
952,ham,Welp apparently he retired,0,1.730183589071842,medium
953,ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,0,3.2543524195361115,high
954,ham,Where @,0,0.0,medium
955,ham,U sure u can't take any sick time?,0,1.6909862844552297,medium
956,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1,3.9336710029511854,low
957,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0,2.785384689706025,medium
958,ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,0,2.758205062897263,medium
959,ham,Are you this much buzy,0,1.0,medium
960,ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,0,2.5808035975345747,medium
961,ham,I am not sure about night menu. . . I know only about noon menu,0,1.9479047505824016,medium
962,ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,0,3.375255585558603,high
963,ham,Are you willing to go for aptitude class.,0,1.7080772958125716,medium
964,ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",0,2.397539487116175,medium
965,ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",0,3.4048951298649976,high
966,ham,"Haha awesome, omw back now then",0,1.7211243979601454,medium
967,ham,Yup i thk so until e shop closes lor.,0,2.1903440220740924,medium
968,ham,what is your account number?,0,1.4091029678760258,medium
969,ham,Eh u send wrongly lar...,0,1.939000637920496,medium
970,ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,0,3.896739548028727,high
971,ham,Ok i shall talk to him,0,1.7052112510112474,medium
972,ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0,3.458144961232121,high
973,ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,0,2.1635269619617143,medium
974,ham,Another month. I need chocolate weed and alcohol.,0,2.1866065083447657,medium
975,ham,If he started searching he will get job in few days.he have great potential and talent.,0,2.603900903670093,medium
976,ham,Reckon need to be in town by eightish to walk from * carpark.,0,2.3908225958656417,medium
977,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",1,3.967101407824222,low
978,ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,0,2.1777080774730124,medium
979,ham,Yo guess what I just dropped,0,1.941993372469212,medium
980,ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,0,2.582786355479528,medium
981,ham,I'm in office now . I will call you  &lt;#&gt;  min:),0,1.9694911799059864,medium
982,ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",0,3.117018567991355,high
983,ham,"Yun ah.the ubi one say if �_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.̬n",0,4.3880845459671365,high
984,ham,Ugh. Gotta drive back to sd from la. My butt is sore.,0,2.633749174953627,medium
985,ham,26th OF JULY,0,1.4140053893819335,medium
986,ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,0,3.4510764539594145,high
987,ham,Up to �_... �� wan come then come lor... But i din c any stripes skirt...,0,2.388700967471615,medium
988,ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,0,3.148943397254617,high
989,ham,"I can't, I don't have her number!",0,1.412697817387564,medium
990,ham,Change again... It's e one next to escalator...,0,1.3968035072611336,medium
991,ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,0,2.5838936817452445,medium
992,ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,0,3.395801514570723,high
993,ham,Then �_ wait 4 me at bus stop aft ur lect lar. If i dun c �_ then i go get my car then come back n pick �_.,0,3.264438726672304,high
994,ham,"Aight will do, thanks again for comin out",0,1.719617454075531,medium
995,ham,No..but heard abt tat..,0,1.727360550647849,medium
996,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed �1000 cash or �5000 prize!,1,3.814002776053385,low
997,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0,3.2465758242495,high
998,ham,&lt;#&gt;  am I think? Should say on syllabus,0,2.122203550116666,medium
999,ham,Umma. Did she say anything,0,1.6960579895752763,medium
1000,ham,Give me a sec to think think about it,0,1.4076165675596606,medium
1001,spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,1,3.3839127290871343,low
1002,ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,0,2.9249711324467733,medium
1003,ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",0,2.723465633693226,medium
1004,ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",0,3.5059696086207723,high
1005,ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,0,2.601519690119596,medium
1006,ham,"I just got home babe, are you still awake ?",0,2.1610397321618104,medium
1007,ham,I dunno they close oredi not... �� v ma fan...,0,2.220601240063142,medium
1008,ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,0,2.5499191362197045,medium
1009,ham,"Ya, told..she was asking wats matter?",0,2.2144265109170203,medium
1010,ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",0,4.0126898344855935,high
1011,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1,4.499288709600162,low
1012,ham,Shall i send that exe to your mail id.,0,2.189124202927254,medium
1013,ham,Nope watching tv at home... Not going out. V bored...,0,2.418781007061706,medium
1014,ham,Don know..wait i will check it.,0,1.9808046675691189,medium
1015,ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",0,4.547866119221432,high
1016,spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,1,3.3805166302406158,low
1017,ham,We still on for tonight?,0,1.0,medium
1018,ham,May i call You later Pls,0,1.4139653459418742,medium
1019,ham,Hasn't that been the pattern recently crap weekends?,0,2.232283926057065,medium
1020,ham,I have a sore throat. It's scratches when I talk,0,1.9777977665457769,medium
1021,ham,Yes da. Any plm at ur office,0,2.150844248159884,medium
1022,ham,Are you not around or just still asleep? :V,0,1.3330840453792392,medium
1023,ham,"Lol you forgot it eh ? Yes, I'll bring it in babe",0,2.610646222198155,medium
1024,ham,"Its good, we'll find a way",0,1.7238184770193636,medium
1025,ham,Can not use foreign stamps in this country. Good lecture .,0,2.3931776866935457,medium
1026,ham,Yup bathe liao...,0,1.723809153828335,medium
1027,ham,HAPPY NEW YEAR MY NO.1 MAN,0,1.9934625906785368,medium
1028,ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",0,3.2452061783888118,high
1029,ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,0,3.787074115925359,high
1030,ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",0,3.415671155211974,high
1031,ham,"No my blankets are sufficient, thx",0,1.731629211127864,medium
1032,ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",0,2.6597766335770783,medium
1033,ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",0,3.5297033439635417,high
1034,ham,They just talking thats it de. They wont any other.,0,1.9569587810343383,medium
1035,ham,Today am going to college so am not able to atten the class.,0,2.3798758941632343,medium
1036,ham,I'm in class. Will holla later,0,1.7013072842376893,medium
1037,ham,Easy ah?sen got selected means its good..,0,2.592380144686993,medium
1038,ham,Mmm thats better now i got a roast down me! i��d b better if i had a few drinks down me 2! Good indian?,0,2.69313046659694,medium
1039,spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",1,2.4184912777444296,low
1040,ham,"Come round, it's . ",0,1.3645778003951892,medium
1041,ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",0,2.935200384229903,medium
1042,spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",1,3.315977529737298,low
1043,ham,I walked an hour 2 c u! doesn��t that show I care y wont u believe im serious?,0,2.61890230606014,medium
1044,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1,3.8082191209342016,low
1045,ham,Are you available for soiree on June 3rd?,0,1.9902492773584624,medium
1046,ham,Do u noe wat time e place dat sells 4d closes?,0,2.7483193774203456,medium
1047,ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",0,3.263357503906489,high
1048,ham,Jay's getting really impatient and belligerent,0,2.1883719734872926,medium
1049,ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,0,4.384262164499803,high
1050,ham,I'm at work. Please call,0,1.0,medium
1051,ham,Then u drive lor.,0,1.391817724566566,medium
1052,ham,Ard 515 like dat. Y?,0,1.93314265369004,medium
1053,ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,0,1.9527176570533653,medium
1054,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN �100 Cash WKENT/150P16+,1,4.166123520311652,low
1055,ham,I'm working technical support :)voice process.networking field.,0,2.6334215499406737,medium
1056,ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,0,3.6490848731315113,high
1057,ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,0,3.0242499576849298,high
1058,spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,1,3.573830685861489,low
1059,ham,"That's fine, I'll bitch at you about it later then",0,1.938195744389592,medium
1060,ham,No my mum went 2 dentist.,0,1.6999090524756897,medium
1061,ham,Once free call me sir. I am waiting for you.,0,1.71373528893555,medium
1062,ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,0,2.167561760183485,medium
1063,spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1,3.3889154949478324,low
1064,ham,Jus finish bathing...,0,1.7150034421996276,medium
1065,ham,"alright, I'll make sure the car is back tonight",0,2.427417288500605,medium
1066,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,1,3.9336710029511854,low
1067,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,1,3.118843672412652,low
1068,ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,0,3.496111340700069,high
1069,ham,Aight ill get on fb in a couple minutes,0,2.224424557299161,medium
1070,ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,0,3.3646818197737822,high
1071,ham,Where can download clear movies. Dvd copies.,0,2.2281631011390264,medium
1072,ham,"Yep, by the pretty sculpture",0,1.7201200213404877,medium
1073,ham,Convey my regards to him,0,1.4135638446994556,medium
1074,ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,0,2.3669793112286626,medium
1075,ham,You tell what happen dont behave like this to me. Ok no need to say,0,2.740341626463805,medium
1076,ham,Can u get pic msgs to your phone?,0,1.7119175273817984,medium
1077,ham,Send to someone else :-),0,1.0,medium
1078,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0,3.332297967032559,high
1079,ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,0,6.071343735046975,high
1080,ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",0,4.156239594775865,high
1081,ham,I don't think he has spatula hands!,0,1.9204569611155815,medium
1082,ham,You can never do NOTHING,0,0.0,medium
1083,spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p�3.99,1,3.948369172261645,low
1084,ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,0,2.598816566569481,medium
1085,spam,WIN URGENT! Your mobile number has been awarded with a �2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,1,3.954372600256359,low
1086,ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,0,2.2651767035865094,medium
1087,ham,Where r we meeting?,0,1.0,medium
1088,ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",0,3.416083056375192,high
1089,ham,Now only i reached home. . . I am very tired now. . I will come tomorro,0,2.1627514378898334,medium
1090,ham,Ryder unsold.now gibbs.,0,1.7295489829266475,medium
1091,spam,Dear Subscriber ur draw 4 �100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,1,4.038240985306257,low
1092,ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,0,3.913763954327982,high
1093,ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,0,1.9751096461449555,medium
1094,ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,0,3.227634005800564,high
1095,ham,You busy or can I come by at some point and figure out what we're doing tomorrow,0,2.40416661460989,medium
1096,ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",0,3.2397803566916994,high
1097,ham,Black shirt n blue jeans... I thk i c �_...,0,2.218954819520864,medium
1098,ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,0,2.657524471866212,medium
1099,spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,1,3.941618695854272,low
1100,ham,on hen night. Going with a swing,0,1.9267397752190123,medium
1101,ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",0,3.4285394299082963,high
1102,ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,0,2.643356606955219,medium
1103,ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),0,2.7371135550276606,medium
1104,ham,S s..first time..dhoni rocks...,0,1.6673376761030785,medium
1105,ham,Ok ill tell the company,0,1.9620753630406456,medium
1106,ham,"Awesome, think we can get an 8th at usf some time tonight?",0,2.4010347935341034,medium
1107,ham,So that means you still think of teju,0,1.6771384182403408,medium
1108,ham,"No I'm good for the movie, is it ok if I leave in an hourish?",0,2.1366319181623408,medium
1109,ham,No no:)this is kallis home ground.amla home town is durban:),0,2.4326541954513603,medium
1110,ham,So lets make it saturday or monday as per convenience.,0,2.200526403597412,medium
1111,ham,Hey... What time is your driving on fri? We go for evaluation on fri?,0,2.0355301671496653,medium
1112,spam,"449050000301 You have won a �2,000 price! To claim, call 09050000301.",1,2.380740067508214,low
1113,ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,0,2.9576361858655837,medium
1114,spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",1,4.0570219322987855,low
1115,ham,Cancel cheyyamo?and get some money back?,0,1.7024413160723335,medium
1116,spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,1,3.928734518070343,low
1117,ham,Ok.ok ok..then..whats ur todays plan,0,2.0918786793196107,medium
1118,ham,Good morning princess! How are you?,0,1.7119543035470075,medium
1119,ham,Aiyar sorry lor forgot 2 tell u...,0,2.176253652111124,medium
1120,spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,1,4.002518830586986,low
1121,ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,0,2.595493767287428,medium
1122,ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",0,3.697736542527805,high
1123,spam,Ur HMV Quiz cash-balance is currently �500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,1,3.51378878416546,low
1124,ham,"So check your errors and if you had difficulties, do correction.",0,1.9780650866119496,medium
1125,ham,Howz pain?hope u r fine..,0,1.973453980448912,medium
1126,ham,"Sorry, I'll call later",0,1.7285118356719615,medium
1127,ham,Good morning princess! How are you?,0,1.7119543035470075,medium
1128,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,3.624876783579003,high
1129,ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,0,2.597399622770544,medium
1130,ham,K do I need a login or anything,0,1.372321589122106,medium
1131,spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,1,3.068419429324973,low
1132,ham,LOL ... No just was busy,0,1.6914068446258157,medium
1133,ham,What * u wearing?,0,1.0,medium
1134,ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0,2.315756986249598,medium
1135,ham,Oh:)as usual vijay film or its different?,0,2.2110065068626654,medium
1136,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,4.055404661241146,low
1137,ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,0,2.4210099776855163,medium
1138,ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,0,2.1651407485508143,medium
1139,ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,0,3.91670360302308,high
1140,spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",1,3.636059988437351,low
1141,ham,Babe ? I lost you ... :-(,0,1.4009820663216743,medium
1142,ham,Ok... Help me ask if she's working tmr a not?,0,2.210152786421616,medium
1143,ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,0,2.580537067145271,medium
1144,ham,Not a drop in the tank,0,1.4039087648658786,medium
1145,ham,(That said can you text him one more time?),0,1.725332606393281,medium
1146,ham,"Sorry, I'll call later",0,1.7285118356719615,medium
1147,ham,Ok i go change also...,0,1.3757618156626463,medium
1148,spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(�1.50p. m),1,3.4390512624018554,low
1149,ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,0,2.5689006317450485,medium
1150,ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",0,3.2581396492133017,high
