Label,Body,flag,tfidfscore
ham,"Yeah, that's fine! It's �6 to get in, is that ok? ",0,1.7145154982141686
ham,Lol where do u come up with these ideas?,0,1.665963037139211
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0,2.987197121252415
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",0,2.907721020066592
ham,Okay... We wait ah,0,1.7289013180478716
ham,Y lei?,0,1.0
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,0,3.413129524819309
ham,Already am squatting is the new way of walking,0,1.9315692611926523
ham,Do you want bold 2 or bb torch,0,1.960411499605776
ham,Cramps stopped. Going back to sleep,0,1.9461925407034368
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a �350 award. If your number matches please call 09063442151 to claim your �350 award,1,3.569190777403169
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,1,3.325185512019457
ham,Nan sonathaya soladha. Why boss?,0,1.9937802042341326
ham,Bring tat cd don forget,0,2.20763464024658
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. �1.50 SP:Tyrone,1,3.9362943728053477
ham,I don't know but I'm raping dudes at poker,0,2.13606906197694
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,0,2.93862038577745
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0,2.9531841658712383
ham,�� eatin later but i'm eatin wif my frens now lei... �� going home first? ,0,2.362334941070592
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,0,2.3766603640500237
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",0,2.7567798170561733
ham,Hai priya are you right. What doctor said pa. Where are you.,0,2.4005502204617595
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",1,3.038767406532187
ham,Ok...,0,1.0
ham,Please ask mummy to call father,0,1.7033507555234197
ham,Can come my room but cannot come my house cos my house still messy... Haha...,0,2.3509809061232687
ham,I have lost 10 kilos as of today!,0,1.9439233310474742
ham,Just taste fish curry :-P,0,1.9256357052659745
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,0,3.4024415439587488
ham,Yun ah.now �_ wkg where?btw if �_ go nus sc. �� wana specialise in wad?,0,2.9801340457452685
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,0,2.5870986330333174
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.,0,2.2094434565532026
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",0,3.4107343513488986
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...,0,2.7648389870171535
ham,"(No promises on when though, haven't even gotten dinner yet)",0,1.9749953242421727
ham,I got your back! Do you have any dislikes in bed?,0,1.674094654523593
ham,o turns out i had stereo love on mi phone under the unknown album.,0,2.571686832207804
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1,3.8583290772202323
ham,Yeah I don't see why not,0,1.4122444392141464
ham,Asking do u knw them or nt? May be ur frnds or classmates?,0,2.392174781224575
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",0,2.7682950060837443
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,1,3.7718595353996998
ham,"As in missionary hook up, doggy hook up, standing...|",0,1.9063839349386698
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,0,2.8037372225726407
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0,2.6385759193870424
ham,Am watching house ��� very entertaining ��� am getting the whole hugh laurie thing ��� even with the stick ��� indeed especially with the stick.,0,2.750359937667868
ham,Thought praps you meant another one. Goodo! I'll look tomorrow ,0,2.566053373018334
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur ��rents mayb interested in it, I hav 12,000pes, so around �48, tb, James.",0,4.464266427902696
ham,There bold 2  &lt;#&gt; . Is that yours,0,1.656533881005911
ham,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,0,2.4037080880573005
ham,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",0,4.142396355391716
ham,I went to project centre,0,1.7170190043783322
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,2.8472652387180233
ham,Lol yeah at this point I guess not,0,1.9839081387281436
ham,Doing project w frens lor. ,0,1.9634421864517209
ham,Lol. Well quality aint bad at all so i aint complaining,0,2.050173842834224
ham,"K, can that happen tonight?",0,1.4092912987664352
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive �5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",1,4.391391847532339
ham,"I think we're going to finn's now, come",0,1.8915936013201617
ham,Why tired what special there you had,0,1.4074028752098535
ham,I will come tomorrow di,0,1.6626075681866617
ham,I cant pick the phone right now. Pls send a message,0,2.4444765615599673
ham,K go and sleep well. Take rest:-).,0,1.4039864351247688
ham,U guys never invite me anywhere :(,0,1.3972945324780945
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of�2000 CASH 18+only. To opt out txt X to 07786200117,1,3.675912079980023
ham,I can do that! I want to please you both inside and outside the bedroom...,0,1.9630664696515228
ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",0,4.458066568857931
ham,I love to wine and dine my lady!,0,1.9483605519319869
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,1,2.9392348153909533
ham,"I��m cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",0,4.064017117878892
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.,0,2.5695972596288317
ham,I think u have the wrong number.,0,1.7089310933698245
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),0,2.9306816418232944
ham,DO NOT B LATE LOVE MUM,0,1.7102961485064012
ham,Got it..mail panren paru..,0,1.9261679725456142
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,0,3.259695626631802
ham,Give one miss from that number please,0,1.4138730864356108
ham,Jus came back fr lunch wif my sis only. U leh?,0,2.642457658307514
ham,How is your schedule next week? I am out of town this weekend.,0,1.9701754511531675
ham,Really good:)dhanush rocks once again:),0,1.9120161239654054
ham,Lmao ok I wont be needing u to do my hair anymore.,0,2.389986873747955
ham,"Miss ya, need ya, want ya, love ya.",0,1.6839353284715732
ham,Sorry i'm not free...,0,1.412679523468769
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,0,3.1196571053279114
ham,Nt yet chikku..simple habba..hw abt u?,0,2.432536940132833
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",0,4.562996288125575
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,0,3.2252423657611424
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,0,1.9597882338809391
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY �10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,1,3.905530861097783
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,0,3.266030450207757
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,3.6483938535808758
ham,"K, want us to come by now?",0,1.4140309226217305
ham,How. Its a little difficult but its a simple way to enter this place,0,2.4291126271050993
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,0,3.287236227459081
ham,Dont show yourself. How far. Put new pictures up on facebook.,0,2.187888252882785
ham,Watching tv now. I got new job :),0,2.213050297490031
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",0,3.8034864542919737
ham,"I'm not coming over, do whatever you want",0,1.402518489763931
ham,"Its ok chikku, and its my 1 of favourite song..:-)",0,1.9447813298881629
ham,Did u see what I posted on your Facebook?,0,1.7008143810493552
spam,Call FREEPHONE 0800 542 0578 now!,1,1.9943450113340129
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,1,4.132194478943228
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",0,3.9983269151378167
spam,"Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1,3.7775410525472988
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,1,4.531974820671302
ham,";-( oh well, c u later",0,1.4139403979822367
ham,My uncles in Atlanta. Wish you guys a great semester.,0,2.4127377254143205
ham,No dear i do have free messages without any recharge. Hi hi hi,0,2.0146894870225083
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0,3.697419437602884
ham,I dun believe u. I thk u told him.,0,1.9956861866422526
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",0,3.3965859341109232
ham,Yes:)sura in sun tv.:)lol.,0,2.2058179983171007
ham,Arun can u transfr me d amt,0,1.7310102836116634
ham,Takin a shower now but yeah I'll leave when I'm done,0,2.1766785300012677
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,0,2.7585807383925607
ham,U haven��t lost me ill always b here 4u.i didn��t intend 2 hurt u but I never knew how u felt about me when Iwas+marine&that��s what itried2tell urmom.i careabout u,0,3.6953784852102998
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",1,3.872972916974755
ham,You bad girl. I can still remember them,0,1.7320047384005688
ham,How much i gave to you. Morning.,0,1.397403644702368
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",0,3.5096031330009883
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",0,3.2411277450290332
ham,Can i get your opinion on something first?,0,1.0
ham,That one week leave i put know that time. Why.,0,1.9848721299530587
ham,"If we hit it off, you can move in with me :)",0,1.0
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,0,3.4925916479659027
ham,I wanna watch that movie,0,1.730523803943504
ham,Ok lor thanx... �� in school?,0,1.9650598858717396
ham,I'm in class. Did you get my text.,0,1.7202975855093379
ham,The bus leaves at  &lt;#&gt; ,0,1.9413509068594177
ham,God bless.get good sleep my dear...i will pray!,0,2.3886546111798888
spam,Todays Voda numbers ending 1225 are selected to receive a �50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,1,4.0822348758919516
ham,Do have a nice day today. I love you so dearly.,0,2.1568011658686412
ham,Aiyo a bit pai seh �_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,0,3.70372605528776
ham,"Aight, I'll ask a few of my roommates",0,1.9360760126364003
ham,"Now, whats your house # again ? And do you have any beer there ?",0,1.7203483856018393
ham,Do �_ all wan 2 meet up n combine all the parts? How's da rest of da project going?,0,2.7487202815927287
ham,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\""""",0,3.7634809513716343
ham,Yes we are chatting too.,0,1.3731207514508017
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,0,2.9345633855220643
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?,0,2.7639917136625156
ham,Are you going to write ccna exam this week??,0,2.1692556960340155
ham,Well i will watch shrek in 3D!!B),0,1.7124494438112676
ham,Am i that much dirty fellow?,0,1.412150961746076
ham,Dunno dat's wat he told me. Ok lor...,0,2.4240866127908833
ham,I'll probably be by tomorrow (or even later tonight if something's going on),0,2.4277143722426073
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,0,3.517177311437757
ham,If you're thinking of lifting me one then no.,0,1.3989801768875014
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,0,2.4980628790719757
ham,Sent me ur email id soon,0,2.202324960356114
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0,3.332297967032559
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",0,5.101874135511633
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,0,3.043653999839075
ham,May i call You later Pls,0,1.4139653459418742
spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",1,4.045534966866635
ham,That's the way you should stay oh.,0,1.7183538936553078
ham,Hello- thanx for taking that call. I got a job! Starts on monday!,0,2.6132467461167774
ham,What time is ur flight tmr?,0,1.9125304677485355
ham,When should I come over?,0,1.0
ham,I have a rather prominent bite mark on my right cheek,0,2.1994433949711345
ham,* Will be september by then!,0,1.0
ham,Are you wet right now?,0,1.3851752751530992
ham,And how's your husband.,0,1.0
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",1,4.398838099462988
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,0,4.691593272642493
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,0,2.756690565871122
ham,I am in your office na.,0,1.4103829302409492
ham,"\Are you comingdown later?\""""",0,1.3518908810939594
ham,Super da:)good replacement for murali,0,2.1475178511886863
ham,Da is good good player.why he is unsold.,0,1.960992686682975
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,0,2.5709576769371454
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,0,3.1008988613336457
spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",1,4.039107340744022
ham,I dont want to hear philosophy. Just say what happen,0,2.563369075514811
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.,0,2.391872621496325
ham,Then cant get da laptop? My matric card wif �_ lei... ,0,2.408588273221517
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.,0,2.7442965348385355
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",1,3.9407629680486975
ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,0,2.4945755864216888
ham,They did't play one day last year know even though they have very good team.. Like india.,0,2.9185036440700807
ham,K.:)you are the only girl waiting in reception ah?,0,1.9633884793706613
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0,3.7258512005781608
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,0,3.113638259448416
ham,"Sir, i am waiting for your call.",0,1.4137207537652814
ham,What's up. Do you want me to come online?,0,1.6973579832725738
ham,"It could work, we'll reach a consensus at the next meeting",0,2.1580685217591595
ham,Aiyah then i wait lor. Then u entertain me. Hee...,0,2.179825989987164
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",0,6.337667678244014
ham,I'll let you know when it kicks in,0,1.8991616696471207
ham,You call him now ok i said call him,0,1.401670071734659
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,0,2.5992375610401686
ham,Or �_ go buy wif him then i meet �_ later can?,0,1.988843316789644
ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,0,3.9472567274673906
ham,Today my system sh get ready.all is well and i am also in the deep well,0,1.955614716311114
ham,Mom wants to know where you at,0,1.6952573779653681
ham,"Aight, I'll text you when I'm back",0,1.7046278618606734
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,0,3.0577705364044387
ham,Oh ok i didnt know what you meant. Yep i am baby jontin,0,2.7380740099525056
spam,You have WON a guaranteed �1000 cash or a �2000 prize.To claim yr prize call our customer service representative on,1,3.227989874191267
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,1,2.5793257174261566
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1,3.8729895572552517
ham,Watching tv now. I got new job :),0,2.213050297490031
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,0,2.586990780827473
ham,I AM AT A PARTY WITH ALEX NICHOLS,0,1.7248689730097837
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,1,3.0942003254919896
ham,Just seeing your missed call my dear brother. Do have a gr8 day.,0,2.587470182781283
ham,Ok.. �� finishing soon?,0,1.6608688522459807
ham,"Sorry, I can't help you on this.",0,1.4074858351670618
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",0,2.899150204535471
ham,I love your ass! Do you enjoy doggy style? :),0,2.1932470706361307
ham,I think asking for a gym is the excuse for lazy people. I jog.,0,2.604172755041174
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,1,4.29555760437497
spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or �5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,1,4.069981937082306
ham,No. On the way home. So if not for the long dry spell the season would have been over,0,2.3881172982896803
ham,I gotta collect da car at 6 lei.,0,2.2180219619383132
ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,0,3.1774500732678264
ham,Probably earlier than that if the station's where I think it is,0,1.9734040196053728
spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,1,4.279658238222798
ham,Good Morning plz call me sir,0,1.9749477106689874
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",1,4.55329161869032
ham,"Uh, heads up we don't have THAT much left",0,1.9459458529294893
ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,0,4.060900187864486
ham,"Aight, sounds good. When do you want me to come down?",0,2.1888041788770085
ham,Wat would u like 4 ur birthday?,0,1.965978736796549
ham,I love working from home :),0,1.7097440187602333
ham,And miss vday the parachute and double coins??? U must not know me very well...,0,2.373679348916383
ham,"Sorry, I'll call later",0,1.7285118356719615
ham,My sister got placed in birla soft da:-),0,2.367536427505063
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1,3.858614376490306
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... ,0,2.4941620156583695
ham,"There're some people by mu, I'm at the table by lambda",0,1.972993067673146
ham,And stop being an old man. You get to build snowman snow angels and snowball fights.,0,2.9449665471963353
ham,ELLO BABE U OK?,0,1.6377916583383696
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,0,3.370759137085923
ham,Then u going ikea str aft dat?,0,2.1896400509517484
ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,0,3.281853621134121
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,0,3.2502707496598555
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,0,2.4326601521952496
ham,You want to go? ,0,1.0
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,1,4.42110400707217
ham,Its not that time of the month nor mid of the time?,0,1.7148086485027578
ham,Fffff. Can you text kadeem or are you too far gone,0,2.1847195755078497
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,0,2.202487491982629
ham,Is fujitsu s series lifebook good?,0,1.9376494922766354
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,0,3.7436795128335643
ham,Dont know you bring some food,0,1.9644806899249205
ham,No current and food here. I am alone also,0,1.408030135792695
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,0,2.612248784478793
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,0,2.5497635539600583
ham,Ok,0,1.0
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,0,2.478215825103052
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",0,3.489534809467306
ham,Omg it could snow here tonite!,0,1.7316592067859005
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim �5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,1,3.50964791139369
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or �250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,1,4.288805174584457
ham,Carry on not disturbing both of you,0,1.4140053893819335
ham,What pa tell me.. I went to bath:-),0,1.976983581452954
ham,Jus finished avatar nigro,0,1.9770276950154093
ham,R u over scratching it?,0,1.0
ham,Hope you are having a great day.,0,1.9871932182287069
ham,Did either of you have any idea's? Do you know of anyplaces doing something?,0,2.144287084096354
ham,My planning usually stops at \find hella weed,0,2.233829206346001
ham,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,0,2.7435321036840703
ham,Excellent! Are you ready to moan and scream in ecstasy?,0,2.217433467077279
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A�1.50 minAPN LS278BB,1,3.527193482427565
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,0,3.4229958207812596
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",1,4.217420149335904
ham,K...k:)why cant you come here and search job:),0,1.7036824216043525
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,0,3.2481905264308564
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",0,2.9529013152773693
ham,Can �_ call me at 10:10 to make sure dat i've woken up...,0,2.305693993011903
ham,Hey we can go jazz power yoga hip hop kb and yogasana ,0,2.805139246101757
ham,The battery is for mr adewale my uncle. Aka Egbon,0,2.4364055949019874
ham,I cant pick the phone right now. Pls send a message,0,2.4444765615599673
ham,Wait 2 min..stand at bus stop,0,2.208847378545257
ham,Oh ic. I thought you meant mary jane.,0,2.4015465417564528
ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?,0,2.3968221622011043
ham,Nah im goin 2 the wrks with j wot bout u?,0,2.4188172629514924
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,0,2.8860270636513694
ham,Good night. Am going to sleep.,0,1.9878001932611955
ham,"Aight I'll grab something to eat too, text me when you're back at mu",0,2.3683555936441993
ham,K...k:)why cant you come here and search job:),0,1.7036824216043525
ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,0,1.9873311049905558
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",0,2.9296554790509504
ham,Howz that persons story,0,1.728136586070596
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,1,3.3805166302406153
ham,LOL that would be awesome payback.,0,1.6932530327919606
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.,1,2.926927405745878
ham,Yes :)it completely in out of form:)clark also utter waste.,0,2.416307691950965
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0,4.18308463546314
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,0,2.602608999609396
ham,What's a feathery bowa? Is that something guys have that I don't know about?,0,2.1324586854553678
ham,Even i cant close my eyes you are in me our vava playing umma :-D,0,2.230719436139329
ham,2 laptop... I noe infra but too slow lar... I wan fast one,0,2.6189658673353846
spam,You have won a guaranteed �200 award or even �1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,1,3.659166250776007
ham,Nvm it's ok...,0,1.3451055030778534
ham,Enjoy ur life. . Good night,0,2.210041920072853
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march ��_ ish!,0,3.775409638923086
ham,I had askd u a question some hours before. Its answer,0,1.9987547428113666
ham,Thats cool. Where should i cum? On you or in you? :),0,1.7265455320319236
ham,Delhi and chennai still silent.,0,1.7250677484928603
